week_start,store_id,sku_id,category,units_sold,unit_price,promo_flag
2024-01-01,S006,SKU0210,GARMENT,6,32.29,False
2024-01-01,S006,SKU0220,GARMENT,7,35.75,False
2024-01-01,S006,SKU0242,BAG,1,58.1,False
2024-01-01,S006,SKU0202,ACCESSORY,2,18.75,False
2024-01-01,S006,SKU0236,ACCESSORY,4,15.22,False
2024-01-01,S006,SKU0084,GARMENT,1,30.7,False
2024-01-01,S006,SKU0073,ACCESSORY,4,14.91,False
2024-01-01,S006,SKU0159,BAG,0,49.04,False
2024-01-01,S006,SKU0114,GARMENT,10,28.18,False
2024-01-01,S006,SKU0040,BAG,1,56.89,False
2024-01-01,S006,SKU0179,ACCESSORY,3,16.44,False
2024-01-01,S006,SKU0014,ACCESSORY,2,18.0,False
2024-01-01,S006,SKU0175,GARMENT,2,31.53,False
2024-01-01,S006,SKU0135,GARMENT,4,23.46,False
2024-01-01,S006,SKU0112,GARMENT,5,33.54,False
2024-01-01,S006,SKU0077,GARMENT,3,32.65,False
2024-01-01,S006,SKU0107,GARMENT,3,30.33,False
2024-01-01,S006,SKU0034,GARMENT,4,33.67,False
2024-01-01,S006,SKU0174,ACCESSORY,0,16.67,False
2024-01-01,S007,SKU0019,ACCESSORY,2,18.27,False
2024-01-01,S007,SKU0005,GARMENT,1,26.85,False
2024-01-01,S007,SKU0053,BAG,2,55.28,False
2024-01-01,S007,SKU0202,ACCESSORY,3,21.73,False
2024-01-01,S007,SKU0161,GARMENT,3,32.17,False
2024-01-01,S007,SKU0123,GARMENT,7,34.09,False
2024-01-01,S007,SKU0016,GARMENT,2,28.78,False
2024-01-01,S007,SKU0217,GARMENT,5,32.97,False
2024-01-01,S007,SKU0249,GARMENT,1,28.52,False
2024-01-01,S007,SKU0046,ACCESSORY,2,14.56,False
2024-01-01,S007,SKU0137,ACCESSORY,4,17.64,False
2024-01-01,S007,SKU0180,BAG,0,54.82,False
2024-01-01,S007,SKU0050,GARMENT,5,36.19,False
2024-01-01,S007,SKU0192,GARMENT,6,30.65,False
2024-01-01,S007,SKU0001,BAG,1,48.49,False
2024-01-01,S007,SKU0097,GARMENT,5,26.16,False
2024-01-01,S007,SKU0241,ACCESSORY,2,19.62,False
2024-01-01,S007,SKU0204,GARMENT,5,24.17,False
2024-01-01,S007,SKU0183,GARMENT,4,26.01,False
2024-01-01,S007,SKU0207,GARMENT,5,24.01,False
2024-01-01,S007,SKU0175,GARMENT,1,30.69,False
2024-01-01,S007,SKU0034,GARMENT,5,32.71,False
2024-01-01,S007,SKU0143,ACCESSORY,1,20.12,False
2024-01-01,S007,SKU0094,GARMENT,5,38.85,False
2024-01-01,S007,SKU0006,ACCESSORY,4,14.89,False
2024-01-01,S007,SKU0188,GARMENT,4,31.08,False
2024-01-01,S007,SKU0193,GARMENT,4,32.94,False
2024-01-01,S007,SKU0043,BAG,1,68.51,False
2024-01-01,S007,SKU0139,BAG,2,54.69,False
2024-01-01,S007,SKU0077,GARMENT,3,37.42,False
2024-01-01,S008,SKU0035,GARMENT,2,26.38,False
2024-01-01,S008,SKU0197,GARMENT,2,34.44,False
2024-01-01,S008,SKU0200,GARMENT,3,37.37,False
2024-01-01,S008,SKU0129,GARMENT,3,30.39,False
2024-01-01,S008,SKU0221,GARMENT,8,33.95,False
2024-01-01,S008,SKU0250,GARMENT,3,35.41,False
2024-01-01,S008,SKU0206,GARMENT,1,21.0,False
2024-01-01,S008,SKU0162,ACCESSORY,2,17.27,False
2024-01-01,S008,SKU0086,GARMENT,2,29.75,False
2024-01-01,S008,SKU0141,GARMENT,3,18.23,False
2024-01-01,S008,SKU0109,GARMENT,7,29.43,False
2024-01-01,S008,SKU0026,GARMENT,1,34.07,False
2024-01-01,S008,SKU0061,BAG,1,49.3,False
2024-01-01,S008,SKU0171,GARMENT,4,31.37,False
2024-01-01,S008,SKU0023,ACCESSORY,2,16.13,False
2024-01-01,S008,SKU0220,GARMENT,3,29.06,False
2024-01-01,S008,SKU0219,ACCESSORY,3,18.12,False
2024-01-01,S008,SKU0069,GARMENT,7,33.05,False
2024-01-01,S008,SKU0134,GARMENT,13,35.51,False
2024-01-01,S008,SKU0076,GARMENT,0,24.0,False
2024-01-01,S008,SKU0182,ACCESSORY,3,22.42,False
2024-01-01,S008,SKU0192,GARMENT,8,30.89,False
2024-01-01,S008,SKU0208,BAG,0,50.11,False
2024-01-01,S008,SKU0166,GARMENT,5,27.79,False
2024-01-01,S008,SKU0053,BAG,1,51.29,False
2024-01-01,S008,SKU0150,GARMENT,5,36.71,False
2024-01-01,S008,SKU0043,BAG,1,60.33,False
2024-01-01,S008,SKU0142,GARMENT,5,28.98,False
2024-01-01,S008,SKU0225,GARMENT,3,28.85,False
2024-01-01,S008,SKU0213,GARMENT,8,36.24,False
2024-01-01,S009,SKU0101,ACCESSORY,3,17.48,False
2024-01-01,S009,SKU0019,ACCESSORY,3,18.5,False
2024-01-01,S009,SKU0063,GARMENT,8,26.21,False
2024-01-01,S009,SKU0113,GARMENT,6,28.63,False
2024-01-01,S009,SKU0056,BAG,2,58.19,False
2024-01-01,S009,SKU0014,ACCESSORY,3,19.38,False
2024-01-01,S009,SKU0042,ACCESSORY,2,19.51,False
2024-01-01,S009,SKU0043,BAG,1,55.98,False
2024-01-01,S009,SKU0050,GARMENT,1,27.57,False
2024-01-01,S009,SKU0131,GARMENT,7,32.29,False
2024-01-01,S009,SKU0055,BAG,1,46.75,False
2024-01-01,S009,SKU0167,ACCESSORY,3,19.14,False
2024-01-01,S009,SKU0102,BAG,0,48.95,False
2024-01-01,S009,SKU0100,ACCESSORY,2,11.93,False
2024-01-01,S009,SKU0072,GARMENT,1,29.31,False
2024-01-01,S009,SKU0051,GARMENT,5,25.82,False
2024-01-01,S009,SKU0151,ACCESSORY,3,17.64,False
2024-01-01,S009,SKU0015,GARMENT,9,19.85,False
2024-01-01,S009,SKU0078,BAG,0,53.4,False
2024-01-01,S009,SKU0047,GARMENT,3,35.49,False
2024-01-01,S009,SKU0191,ACCESSORY,0,20.93,False
2024-01-01,S009,SKU0150,GARMENT,6,38.43,False
2024-01-01,S009,SKU0221,GARMENT,3,28.47,False
2024-01-01,S009,SKU0053,BAG,2,67.13,False
2024-01-01,S009,SKU0086,GARMENT,8,34.66,False
2024-01-01,S009,SKU0143,ACCESSORY,2,17.62,False
2024-01-01,S009,SKU0250,GARMENT,1,32.99,False
2024-01-01,S009,SKU0001,BAG,1,57.92,False
2024-01-01,S009,SKU0184,GARMENT,4,30.01,False
2024-01-01,S009,SKU0228,GARMENT,11,26.08,False
2024-01-01,S010,SKU0166,GARMENT,5,32.46,False
2024-01-01,S010,SKU0059,GARMENT,6,34.6,False
2024-01-01,S010,SKU0153,GARMENT,7,30.74,False
2024-01-01,S010,SKU0054,BAG,3,60.67,False
2024-01-01,S010,SKU0152,ACCESSORY,4,22.04,False
2024-01-01,S010,SKU0209,GARMENT,11,28.68,False
2024-01-01,S010,SKU0089,GARMENT,0,23.2,False
2024-01-01,S010,SKU0170,ACCESSORY,1,15.92,False
2024-01-01,S010,SKU0207,GARMENT,9,30.13,False
2024-01-01,S010,SKU0118,BAG,1,66.06,False
2024-01-01,S010,SKU0197,GARMENT,5,33.88,False
2024-01-01,S010,SKU0051,GARMENT,6,30.51,False
2024-01-01,S010,SKU0243,GARMENT,4,29.45,False
2024-01-01,S010,SKU0085,GARMENT,6,33.26,False
2024-01-01,S010,SKU0057,GARMENT,5,29.13,False
2024-01-01,S010,SKU0229,BAG,2,52.71,False
2024-01-01,S010,SKU0131,GARMENT,2,21.62,False
2024-01-01,S010,SKU0026,GARMENT,6,28.52,False
2024-01-01,S010,SKU0228,GARMENT,5,30.12,False
2024-01-01,S010,SKU0024,ACCESSORY,1,20.13,False
2024-01-01,S010,SKU0062,GARMENT,4,29.19,False
2024-01-01,S010,SKU0066,GARMENT,4,38.18,False
2024-01-01,S010,SKU0023,ACCESSORY,4,18.49,False
2024-01-01,S010,SKU0025,BAG,1,47.71,False
2024-01-01,S010,SKU0186,BAG,3,49.82,False
2024-01-01,S010,SKU0039,GARMENT,1,27.48,False
2024-01-01,S010,SKU0099,GARMENT,10,22.14,False
2024-01-01,S010,SKU0195,GARMENT,7,26.87,False
2024-01-01,S010,SKU0067,GARMENT,7,22.2,False
2024-01-01,S010,SKU0126,GARMENT,6,32.04,False
2024-01-01,S011,SKU0145,GARMENT,5,32.12,False
2024-01-01,S011,SKU0117,BAG,1,58.45,False
2024-01-01,S011,SKU0015,GARMENT,11,34.92,False
2024-01-01,S011,SKU0208,BAG,2,45.97,False
2024-01-01,S011,SKU0106,BAG,2,56.81,False
2024-01-01,S011,SKU0033,GARMENT,2,39.62,False
2024-01-01,S011,SKU0158,BAG,2,62.09,False
2024-01-01,S011,SKU0003,ACCESSORY,4,18.59,False
2024-01-01,S011,SKU0072,GARMENT,4,25.8,False
2024-01-01,S011,SKU0121,GARMENT,5,27.41,False
2024-01-01,S011,SKU0219,ACCESSORY,4,17.46,False
2024-01-01,S011,SKU0022,GARMENT,3,32.89,False
2024-01-01,S011,SKU0092,BAG,1,48.09,False
2024-01-01,S011,SKU0060,GARMENT,5,32.21,False
2024-01-01,S011,SKU0118,BAG,0,59.96,False
2024-01-01,S011,SKU0032,ACCESSORY,3,21.06,False
2024-01-01,S011,SKU0195,GARMENT,9,33.01,False
2024-01-01,S011,SKU0184,GARMENT,8,30.59,False
2024-01-01,S011,SKU0069,GARMENT,4,23.45,False
2024-01-01,S011,SKU0239,GARMENT,2,31.53,False
2024-01-01,S011,SKU0213,GARMENT,9,28.7,False
2024-01-01,S011,SKU0218,GARMENT,4,30.34,False
2024-01-01,S011,SKU0071,GARMENT,4,27.83,False
2024-01-01,S011,SKU0191,ACCESSORY,4,17.82,False
2024-01-01,S011,SKU0133,GARMENT,6,35.98,False
2024-01-01,S011,SKU0141,GARMENT,5,25.72,False
2024-01-01,S011,SKU0057,GARMENT,3,28.98,False
2024-01-01,S011,SKU0100,ACCESSORY,0,16.55,False
2024-01-01,S011,SKU0044,GARMENT,2,31.1,False
2024-01-01,S011,SKU0142,GARMENT,5,35.94,False
2024-01-01,S012,SKU0155,GARMENT,8,30.01,False
2024-01-01,S012,SKU0183,GARMENT,2,28.13,False
2024-01-01,S012,SKU0070,GARMENT,4,34.77,False
2024-01-01,S012,SKU0085,GARMENT,1,27.98,False
2024-01-01,S012,SKU0147,GARMENT,8,28.86,False
2024-01-01,S012,SKU0105,BAG,0,41.68,False
2024-01-01,S012,SKU0193,GARMENT,4,24.29,False
2024-01-01,S012,SKU0073,ACCESSORY,4,21.52,False
2024-01-01,S012,SKU0163,GARMENT,7,35.34,False
2024-01-01,S012,SKU0002,GARMENT,8,25.73,False
2024-01-01,S012,SKU0082,GARMENT,3,34.63,False
2024-01-01,S012,SKU0199,GARMENT,3,32.26,False
2024-01-01,S012,SKU0009,GARMENT,4,25.78,False
2024-01-01,S012,SKU0190,GARMENT,3,27.93,False
2024-01-01,S012,SKU0112,GARMENT,8,29.9,False
2024-01-01,S012,SKU0020,BAG,0,49.05,False
2024-01-01,S012,SKU0080,BAG,1,51.77,False
2024-01-01,S012,SKU0168,ACCESSORY,4,20.69,False
2024-01-01,S012,SKU0246,ACCESSORY,0,16.81,False
2024-01-01,S012,SKU0077,GARMENT,11,26.93,False
2024-01-01,S012,SKU0074,GARMENT,8,28.6,False
2024-01-01,S012,SKU0154,GARMENT,5,27.7,False
2024-01-01,S012,SKU0224,ACCESSORY,3,17.42,False
2024-01-01,S012,SKU0035,GARMENT,5,27.9,False
2024-01-01,S012,SKU0167,ACCESSORY,3,16.74,False
2024-01-01,S012,SKU0184,GARMENT,3,33.55,False
2024-01-01,S012,SKU0157,GARMENT,7,31.66,False
2024-01-01,S012,SKU0066,GARMENT,7,30.74,False
2024-01-01,S012,SKU0205,GARMENT,4,32.03,False
2024-01-01,S012,SKU0212,GARMENT,8,34.05,False
2024-01-01,S013,SKU0139,BAG,0,58.4,False
2024-01-01,S013,SKU0232,GARMENT,2,37.05,False
2024-01-01,S013,SKU0006,ACCESSORY,4,16.15,False
2024-01-01,S013,SKU0037,GARMENT,10,32.02,False
2024-01-01,S013,SKU0015,GARMENT,2,27.49,False
2024-01-01,S013,SKU0145,GARMENT,3,34.07,False
2024-01-01,S013,SKU0141,GARMENT,3,24.69,False
2024-01-01,S013,SKU0239,GARMENT,9,34.42,False
2024-01-01,S013,SKU0087,BAG,1,53.14,False
2024-01-01,S013,SKU0222,GARMENT,6,26.64,False
2024-01-01,S013,SKU0245,GARMENT,6,25.91,False
2024-01-01,S013,SKU0223,BAG,2,58.41,False
2024-01-01,S013,SKU0122,BAG,1,62.72,False
2024-01-01,S013,SKU0148,GARMENT,3,25.87,False
2024-01-01,S013,SKU0102,BAG,2,64.06,False
2024-01-01,S013,SKU0017,GARMENT,9,28.8,False
2024-01-01,S013,SKU0158,BAG,3,43.42,False
2024-01-01,S013,SKU0049,BAG,1,51.83,False
2024-01-01,S013,SKU0184,GARMENT,6,29.57,False
2024-01-01,S013,SKU0140,GARMENT,6,26.37,False
2024-01-01,S013,SKU0206,GARMENT,4,29.69,False
2024-01-01,S013,SKU0084,GARMENT,4,27.29,False
2024-01-01,S013,SKU0114,GARMENT,11,28.25,False
2024-01-01,S013,SKU0041,GARMENT,5,28.19,False
2024-01-01,S013,SKU0151,ACCESSORY,2,19.31,False
2024-01-01,S013,SKU0207,GARMENT,5,33.82,False
2024-01-01,S013,SKU0088,GARMENT,8,24.74,False
2024-01-01,S013,SKU0026,GARMENT,8,28.52,False
2024-01-01,S013,SKU0196,GARMENT,8,33.12,False
2024-01-01,S013,SKU0105,BAG,1,64.94,False
2024-01-01,S014,SKU0238,BAG,3,64.01,False
2024-01-01,S014,SKU0131,GARMENT,3,33.12,False
2024-01-01,S014,SKU0212,GARMENT,2,33.55,False
2024-01-01,S014,SKU0138,GARMENT,6,26.76,False
2024-01-01,S014,SKU0161,GARMENT,6,27.54,False
2024-01-01,S014,SKU0106,BAG,2,62.76,False
2024-01-01,S014,SKU0152,ACCESSORY,4,17.07,False
2024-01-01,S014,SKU0239,GARMENT,1,30.69,False
2024-01-01,S014,SKU0047,GARMENT,1,28.69,False
2024-01-01,S014,SKU0020,BAG,3,63.04,False
2024-01-01,S014,SKU0039,GARMENT,3,22.24,False
2024-01-01,S014,SKU0036,GARMENT,5,29.45,False
2024-01-01,S014,SKU0168,ACCESSORY,0,16.24,False
2024-01-01,S014,SKU0086,GARMENT,7,31.17,False
2024-01-01,S014,SKU0120,BAG,1,63.39,False
2024-01-01,S014,SKU0190,GARMENT,5,29.26,False
2024-01-01,S014,SKU0176,GARMENT,5,30.22,False
2024-01-01,S014,SKU0130,GARMENT,5,25.01,False
2024-01-01,S014,SKU0019,ACCESSORY,2,18.24,False
2024-01-01,S014,SKU0072,GARMENT,10,32.11,False
2024-01-01,S014,SKU0118,BAG,0,61.83,False
2024-01-01,S014,SKU0111,GARMENT,2,33.31,False
2024-01-01,S014,SKU0003,ACCESSORY,3,15.76,False
2024-01-01,S014,SKU0193,GARMENT,8,31.22,False
2024-01-01,S014,SKU0245,GARMENT,12,23.02,False
2024-01-01,S014,SKU0135,GARMENT,3,31.24,False
2024-01-01,S014,SKU0083,ACCESSORY,2,17.27,False
2024-01-01,S014,SKU0051,GARMENT,8,28.31,False
2024-01-01,S014,SKU0093,GARMENT,4,27.59,False
2024-01-01,S014,SKU0052,GARMENT,6,22.23,False
2024-01-01,S015,SKU0072,GARMENT,2,35.35,False
2024-01-01,S015,SKU0009,GARMENT,5,28.24,False
2024-01-01,S015,SKU0054,BAG,1,53.73,False
2024-01-01,S015,SKU0137,ACCESSORY,1,18.56,False
2024-01-01,S015,SKU0177,GARMENT,9,31.37,False
2024-01-01,S015,SKU0085,GARMENT,4,28.46,False
2024-01-01,S015,SKU0037,GARMENT,3,34.78,False
2024-01-01,S015,SKU0192,GARMENT,6,29.86,False
2024-01-01,S015,SKU0010,GARMENT,2,24.65,False
2024-01-01,S015,SKU0098,GARMENT,2,31.26,False
2024-01-01,S015,SKU0020,BAG,2,54.25,False
2024-01-01,S015,SKU0169,GARMENT,3,28.55,False
2024-01-01,S015,SKU0089,GARMENT,4,28.83,False
2024-01-01,S015,SKU0240,GARMENT,10,28.61,False
2024-01-01,S015,SKU0143,ACCESSORY,6,21.55,False
2024-01-01,S015,SKU0136,GARMENT,5,37.09,False
2024-01-01,S015,SKU0017,GARMENT,2,25.66,False
2024-01-01,S015,SKU0125,GARMENT,4,25.59,False
2024-01-01,S015,SKU0148,GARMENT,1,31.64,False
2024-01-01,S015,SKU0040,BAG,0,55.8,False
2024-01-01,S015,SKU0032,ACCESSORY,3,18.02,False
2024-01-01,S015,SKU0074,GARMENT,2,32.19,False
2024-01-01,S015,SKU0116,ACCESSORY,1,16.66,False
2024-01-01,S015,SKU0058,GARMENT,1,32.92,False
2024-01-01,S015,SKU0033,GARMENT,5,26.86,False
2024-01-01,S015,SKU0086,GARMENT,6,31.47,False
2024-01-01,S015,SKU0227,GARMENT,5,31.41,False
2024-01-01,S015,SKU0181,ACCESSORY,1,18.15,False
2024-01-01,S015,SKU0106,BAG,3,49.53,False
2024-01-01,S015,SKU0228,GARMENT,6,28.94,False
2024-01-01,S016,SKU0081,BAG,0,49.35,False
2024-01-01,S016,SKU0156,BAG,2,61.07,False
2024-01-01,S016,SKU0052,GARMENT,5,30.78,False
2024-01-01,S016,SKU0197,GARMENT,7,26.9,False
2024-01-01,S016,SKU0091,GARMENT,5,31.01,False
2024-01-01,S016,SKU0105,BAG,3,52.03,False
2024-01-01,S016,SKU0025,BAG,1,47.95,False
2024-01-01,S016,SKU0111,GARMENT,5,26.13,False
2024-01-01,S016,SKU0070,GARMENT,6,30.26,False
2024-01-01,S016,SKU0062,GARMENT,8,33.0,False
2024-01-01,S016,SKU0047,GARMENT,5,28.65,False
2024-01-01,S016,SKU0218,GARMENT,4,31.73,False
2024-01-01,S016,SKU0150,GARMENT,6,35.75,False
2024-01-01,S016,SKU0240,GARMENT,3,19.65,False
